0,0,0,0,0,0
0.00251326,0.00251326,0.00251326,0.00251326,0.00251326,0.00251326
0.00502646,0.00502646,0.00502646,0.00502646,0.00502646,0.00502646
0.00753954,0.00753954,0.00753954,0.00753954,0.00753954,0.00753954
0.0100524,0.0100524,0.0100524,0.0100524,0.0100524,0.0100524
0.012565,0.012565,0.012565,0.012565,0.012565,0.012565
0.0150774,0.0150774,0.0150774,0.0150774,0.0150774,0.0150774
0.0175893,0.0175893,0.0175893,0.0175893,0.0175893,0.0175893
0.0201008,0.0201008,0.0201008,0.0201008,0.0201008,0.0201008
0.0226118,0.0226118,0.0226118,0.0226118,0.0226118,0.0226118
0.0251222,0.0251222,0.0251222,0.0251222,0.0251222,0.0251222
0.0276319,0.0276319,0.0276319,0.0276319,0.0276319,0.0276319
0.030141,0.030141,0.030141,0.030141,0.030141,0.030141
0.0326493,0.0326493,0.0326493,0.0326493,0.0326493,0.0326493
0.0351568,0.0351568,0.0351568,0.0351568,0.0351568,0.0351568
0.0376634,0.0376634,0.0376634,0.0376634,0.0376634,0.0376634
0.0401691,0.0401691,0.0401691,0.0401691,0.0401691,0.0401691
0.0426737,0.0426737,0.0426737,0.0426737,0.0426737,0.0426737
0.0451772,0.0451772,0.0451772,0.0451772,0.0451772,0.0451772
0.0476796,0.0476796,0.0476796,0.0476796,0.0476796,0.0476796
0.0501809,0.0501809,0.0501809,0.0501809,0.0501809,0.0501809
0.0526808,0.0526808,0.0526808,0.0526808,0.0526808,0.0526808
0.0551794,0.0551794,0.0551794,0.0551794,0.0551794,0.0551794
0.0576766,0.0576766,0.0576766,0.0576766,0.0576766,0.0576766
0.0601724,0.0601724,0.0601724,0.0601724,0.0601724,0.0601724
0.0626666,0.0626666,0.0626666,0.0626666,0.0626666,0.0626666
0.0651593,0.0651593,0.0651593,0.0651593,0.0651593,0.0651593
0.0676503,0.0676503,0.0676503,0.0676503,0.0676503,0.0676503
0.0701396,0.0701396,0.0701396,0.0701396,0.0701396,0.0701396
0.0726271,0.0726271,0.0726271,0.0726271,0.0726271,0.0726271
0.0751128,0.0751128,0.0751128,0.0751128,0.0751128,0.0751128
0.0775966,0.0775966,0.0775966,0.0775966,0.0775966,0.0775966
0.0800784,0.0800784,0.0800784,0.0800784,0.0800784,0.0800784
0.0825582,0.0825582,0.0825582,0.0825582,0.0825582,0.0825582
0.085036,0.085036,0.085036,0.085036,0.085036,0.085036
0.0875115,0.0875115,0.0875115,0.0875115,0.0875115,0.0875115
0.0899849,0.0899849,0.0899849,0.0899849,0.0899849,0.0899849
0.092456,0.092456,0.092456,0.092456,0.092456,0.092456
0.0949247,0.0949247,0.0949247,0.0949247,0.0949247,0.0949247
0.0973911,0.0973911,0.0973911,0.0973911,0.0973911,0.0973911
0.099855,0.099855,0.099855,0.099855,0.099855,0.099855
0.102316,0.102316,0.102316,0.102316,0.102316,0.102316
0.104775,0.104775,0.104775,0.104775,0.104775,0.104775
0.107231,0.107231,0.107231,0.107231,0.107231,0.107231
0.109685,0.109685,0.109685,0.109685,0.109685,0.109685
0.112135,0.112135,0.112135,0.112135,0.112135,0.112135
0.114583,0.114583,0.114583,0.114583,0.114583,0.114583
0.117028,0.117028,0.117028,0.117028,0.117028,0.117028
0.11947,0.11947,0.11947,0.11947,0.11947,0.11947
0.121909,0.121909,0.121909,0.121909,0.121909,0.121909
0.124345,0.124345,0.124345,0.124345,0.124345,0.124345
0.126778,0.126778,0.126778,0.126778,0.126778,0.126778
0.129207,0.129207,0.129207,0.129207,0.129207,0.129207
0.131633,0.131633,0.131633,0.131633,0.131633,0.131633
0.134056,0.134056,0.134056,0.134056,0.134056,0.134056
0.136476,0.136476,0.136476,0.136476,0.136476,0.136476
0.138892,0.138892,0.138892,0.138892,0.138892,0.138892
0.141305,0.141305,0.141305,0.141305,0.141305,0.141305
0.143714,0.143714,0.143714,0.143714,0.143714,0.143714
0.146119,0.146119,0.146119,0.146119,0.146119,0.146119
0.148521,0.148521,0.148521,0.148521,0.148521,0.148521
0.150919,0.150919,0.150919,0.150919,0.150919,0.150919
0.153313,0.153313,0.153313,0.153313,0.153313,0.153313
0.155703,0.155703,0.155703,0.155703,0.155703,0.155703
0.158089,0.158089,0.158089,0.158089,0.158089,0.158089
0.160472,0.160472,0.160472,0.160472,0.160472,0.160472
0.16285,0.16285,0.16285,0.16285,0.16285,0.16285
0.165224,0.165224,0.165224,0.165224,0.165224,0.165224
0.167594,0.167594,0.167594,0.167594,0.167594,0.167594
0.16996,0.16996,0.16996,0.16996,0.16996,0.16996
